1,마법사,The Magician,"힘, 성공, 시작, 능력있는","힘이 부족한, 무모한, 무능력한, 활동적이지 못한, 불안정한, 거짓말","마법사 카드는 최초라는 의미의 숫자 1번을 부여 받은 카드로 숫자 1번은 시작을 의미하며, 새로운 것이 생겼다는 의미이기 때문에  창의성과 열정을 가지고 있습니다. 또한 화려한 장미의 정원에서 지팡이, 컵, 칼, 동전 이라고 하는 4대 원소를 모두 가지고 있는 마법사는 4가지 원소를 다루어 이를 바탕으로 창조의 힘을 발휘, 무한한 가능성을 가지고 있습니다.","새로운것을 시작할 때, 의지를 가지고 실천하면 계획을 현실화 시킬 수 있을것입니다. 또한 뛰어난 말재주, 뛰어난 이해력으로 일을 능숙하게 실행할 수 있을것입니다.",집중력이 떨어지거나 실행에 옮기지 않을 경우가 많습니다. 또한 상대에 따라 의견이 쉽게 바뀔 수 있고 심한 경우 사기를 당할 수 있어 주의하는것이 좋습니다.,1,0
12,매달린 남자,The  Hanged Man,"정체, 시련의 시간, 인내","인내부족, 자기중심적, 실패","발목을 징계의 밧줄로 묶어서 거꾸로 매달린 남자의 표정은 고통은 없고, 오히려 시련을 감수하고 헌신을 결심한 자만이 맞는 묘한 정적을 풍깁니다. 또한 순수함과 천진난만함을 암시하는 밝고 노란 후광(後光)이 머리 뒤를 감싸고 있습니다. 이 카드는 명예로운 자기희생과 누명, 처형 등의 복합적인 의미를 가지고 있는데, 카드 속 남자는 더 높은 이상을 실현하기 위하여 희생의 길을 선택한 사람으로 움직일 수 없는 역경 속에서 얻어질 진실이라는 것이 분명 있을 것이라고 확신하고 있습니다.","상황이나 사람에 의해 구속될 수 있으며 과도기나 침체, 슬럼프 방해 등 일에 구속될 수 있습니다. 꼼짝할 수 없는 상황에 있는 경우가 많으며 참고 기다리면 해결될 것 입니다.",인내에 한계가 오거나 발상의 전환이 안되어 노력이 수포로 돌아가거나 돌이킬 수 없는 손실이 있을 수 있습니다. 외부의 방해로 일이 더 커질 수 있으니 주의하세요.,0,0
13,죽음,Death,"전환, 종결, 불행","어중간한 상태, 침체","길 위에 지위 고하를 막론하고 사람들이 죽어가고 있으며  그 사이를 검은 갑옷을 입은 백골의 남자가 지나가고 있습니다. 두려울 법도 하지만, 오른쪽을 보면 태양이 떠오르고 있기에 현재의 암울한 상황이 지나고 새로운 변화가 올 것으로 해석할 수 있습니다. 또한 백골의 기사는 죽음의 사신을 나타내지만 이는 육체적인 죽음이 아닌 자신이 가지고 있던 오래된 사고의 틀, 습관의 형식에서 벗어남을 의미하기도 합니다. 그러므로 이 카드의 키워드인 종말은 지금 상황이 종료되고 새로운 국면에 접어들기 위해선 끝이 필요함을 의미하므로 나쁜 의미로만 받아들일 필요는 없다는 것입니다.",퇴사나 이직 등의 변화가 있을 수 있지만 끝이 아닌 새로운 시작으로 터닝포인트가 될 수 있습니다. 육체적 질병을 얻을 수 있으니 주의하시길 바랍니다.,과거에 집착해 연연하여 손해를 볼 수 있습니다. 어떤 일을 끝내지도 못하고 시작도 못하는 상황에 있을 수 있고 그 일로인해 계속되는 손해가 있을 수 있으니 주의하세요.,0,0
14,절제,Temperance,"절제, 조화, 관계, 편안함","대립, 자기중심적, 불균형, 강한 욕망","하얀 옷에 붉은 날개를 가진 천사가 양 손에 두 개의 잔을 들고 조심스럽게 물을 옮기고 있습니다. 물은 모든 생물의 중요한 맥으로 한쪽은 고인 물, 다른 한쪽은 신성한 물로 보이며,  천사는 이에 끝없이 갈아 부어 반복해 정화를 하고 있는 것으로 보입니다. 물은 상호교류, 주고 받는 것을 의미하고 천사는 그 힘의 순수성을 의미하는데 물을 옮겨 정화를 시키는 과정에서는 조심스러움이 필요하기에 무언가를 만들어 낼 때는 시간이 걸리고 인내심과 절제력이 있어야 함을 알려주는 것입니다. 그리고 그 과정에서 순수함과 균형, 평온함을 잃지 않고 고양하는 자세가 중요함을 말해주는 카드입니다.",절제와 인내가 필요하며 좋은 절충안을 찾으면 좋을 것입니다. 그 사람과 마음이 통해 좋은 관계로 발전할 수 있으며 평온함과 안정됨을 얻을 수 있습니다. ,서로의 주장으로 인한 대립으로 불화나 내분이 일어날 수 있으며 불규칙한 생활으로 게을러지거나 쓸데없는 낭비를 할 수 있으니 주의하세요.,1,0
15,악마,The Devil,"욕망, 중독, 타락, 실패, 종속","회복, 풀려남, 강한 의지, 주도","악마 카드의 이미지를 보면 커다란 악마가 한 손에는 횃불을 꺼꾸로 들고 다른 한 손은 쫙 펴고 있습니다. 그리고 악마의 쇠사슬에 목이 묶여 있는 사람들의 꼬리엔 불꽃과, 포도송이가 있습니다. 이것은 욕망을 부추겨 이성을 마비시키는 힘을 상징합니다. 즉, 악마는 위협적이지만 사실은 인간들에게 어떠한 물리적 힘도 가하지 않고 있으며, 인간들은 실재하지 않는 쇠사슬에 이성을 잃고 공포나 탐닉, 일탈, 충동 등에 사로잡혀 나약하게 스스로를 속박하고 있는 것입니다. 우리는 때때로 우리가 외부의 어떠한 힘에 의하여 조종을 당한다는 생각으로 절망하기도 하지만 그 쇠사슬은 우리 자신 스스로가 만든 것이며 기만과 무기력으로 쇠사슬을 위조하고 있는 것입니다. 욕망을 나타내는 이 카드는 욕심과 집착, 의지박약과 나태함, 또는 한 곳에 빠져 맹목적인 상태를 뜻하기도 하므로 이러한 상황에서 빨리 탈출하도록 경고하고 있습니다.",물질적 탐욕이나 강한 집착을 조심하고 무엇에 의존하지 않도록 주의해야 합니다. 생각하고 있던 것들이 실패하거나 포기하게 될 수 있습니다. 또 빚을 지거나 배신을 당할 수 있으니 주의해야 합니다. ,욕심을 내려놓으면 유혹을 뿌리칠 수 있습니다. 오랜 고뇌에서 해방되고 실패하던것이 회복될 수 있습니다. ,0,1
16,탑,The Tower,"돌발적 변화, 파멸, 관계의 변화, 폭로","좋지 않은 상황, 대립, 불운. 뜻밖의 변동","이 카드 속 탑은 칠흑 같은 암흑 속에서 권세를 뽐내듯이 지어진 궁전으로 인간이 접할 수 있는 가장 높은 경지 혹은 인간이 부과 권력을 믿고 신들의 신성한 신전을 흉내 내어 지어진 궁전을 뜻합니다. 여기서 갑작스러운 천둥 벼락을 맞아 붕괴의 위기에 처해 있는 모습은 커다란 재난이 다가오고 있음을 경고하는 것으로 이러한 변화에 당황하고 갈피를 잡지 못하는 상태가 됨을 의미하는데, 지금의 위치에서의 부와 권력, 야망, 자만심 등을 훈계하고 적신호를 보내는 것입니다. 아무리 해도 피할 수 없는 사건, 혹은 큰 변화이므로 이로부터 도망치지 말고 현재의 상태를 개선하기 위한 신중한 대처가 요구됩니다.","갑작스러운 이별이나 계획의 붕괴, 사건사고, 실연, 오래된 신념의 철저한 파괴, 비밀이 폭로되는 등 여러 안좋은 일이 있을 수 있으니 조심하는것이 좋습니다.","뜻밖의 문제로 타격을 입을 수 있습니다. 압박이나 내분, 사기, 거짓말 등의 좋지 않은 상황이 계속되고 오해나 싸움이 일어날 수 있지만 회복이 가능한 정도이니 걱정하지 마세요. 불행한 상황에 갇히거나 파산 직전의 손해를 볼 수 있으니 조심하세요. ",0,0
17,별,The Star,"꿈을 이루다, 믿음, 영감, 행운","절망, 무기력, 욕심, 불안","반짝이는 별들은 방향을 가르쳐 주는 나침반이자 편안함과 꿈을 제공하는 희망의 상징이기도 합니다. 그리고 한 나체의 여성이 들고 있는 항아리로부터 물을 붓고 있는 모습은 때묻지 않은 순수한 꿈이나 희망이 연달아 솟아나고 있음을 암시합니다. 물은 무의식의 세계이자 이상의 세계이고, 땅은 의식의 세계이며 현실의 세계를 표현합니다. 또한 카드 속 별이 반짝이는 밤하늘이 우주의 광대함을 느끼게 하는가 하면 의미가 포괄적이고 장대하여 실행하는 것도 그리 만만치 않다. 하지만 스스로가 가리키는 방향이 옳으니, 열정과 노력으로 자신의 별을 따라가면 큰 꿈과 비전이 구체화되거나 현실로 이룰 수 있습니다. 또한 신념이 있어 어둠 속에 희망의 등불이 되고자 혹은 사람들에게 힘이 되고 싶어합니다. 낙척적이고 긍정적이나 이 때문에 현재의 어려운 상황을 간과할 우려도 있습니다.",긍정적인 생각으로 자신을 믿고 생활하다보면 미래에 좋은 징조가 있을 것입니다. 좋은 기회가 오거나 해답을 얻거나 좋은 아이디어가 떠올라 꿈과 희망을 이룰 수 있습니다.,현실과 이상의 차이로 희망이 없다고 느끼고 불안해서 자신감을 잃을 수 있지만 충분히 이겨낼 수 있을 것입니다.,1,1
18,달,The Moon,"숨겨진, 속임수, 불안한, 두려움","모면, 인식, 나아지는","달빛에 길은 희미하게 보이긴 하지만 불명확한 시야 때문에 불안하고 멀게만 느껴지기 마련입니다. 이 카드는 이러한 인간의 불안 심리와 상황을 표현하는 것입니다. 그 막막하고 어두운 길을 지나가기 위해선 카드 속에 보이는 개와 늑대의 사이를 지나가야 하는데 이는 피할 수 없는 시련을 상징하는 것으로 그 안에 배신과 책략이 있을 수 있다는 의미로도 해석할 수 있습니다. 더불어 그 사이에 있는 가재는 겉은 강하지만 속은 물렁한 모습에서 약한 자신의 내면을 숨기기 위해서 강한 척 하는 모습을 나타내고 있습니다. 태양의 힘을 빌려 빛을 내는 달은 불길함과 기대감이라는 두 가지 측면을 담고 있는데불안과 초조함을 보여주기도 하지만, 급격한 변화로 인하여 영광과 흥분을 맛보게 되리라는 예시를 보여주기도 합니다. 이에 저 멀리 어둠의 저편에 보이는 2개의 탑은 빛의 세계로의 출구로, 매일 변하는 달의 모습처럼 언제 변화하는 것들에 대한 불안과 불신 있어도 멈춰 서거나 뒤돌아 보지 않고 그곳을 향해 꿋꿋하게 계속 걸어 나가는 것이 중요함을 가르쳐주고 있습니다.","배신을 당할 수 있고 애매모호 한 상황에 처할 수 있습니다. 거짓말에 당하거나 눈속임, 사기를 당할 수 있으니 주의하는것이 좋습니다. 삼각관계가 될 상황이 높고 쉽게 동요되는 상황이 많을 것 입니다.",위기를 모면해 손해를 살짝 피해 갈 수 있으며 어떤 문제에 대한 해답을 찾을 것입니다. 또 어떤 상황이 점점 나아질 것이고 힘든 시기가 지나면 가야할 길이 보일것입니다. ,0,1
19,태양,The Sun,"활기, 행복, 성공","불확실, 불행, 불안","이 땅 위의 모든 생명의 근원으로서 태양 카드는 축복과 신성, 생명의 원천 그 자체를 의미합니다. 때문에 이 카드는 건전하고 에너지 가득한 육체와 정신, 목표를 향한 명확한 의지로 만족스러운 인간관계 등 번영의 모든 것을 나타내고 있는 긍정적인 카드입니다. 반면 화관을 쓰고 한 손에는 붉고 긴 천으로 만들어진 깃발을 들고 선 백마 위에 올라 타 있는 어린아이는 기쁨과 힘과 영혼의 순수함을 나타내지만 그 순진무구한 성품 때문에 철이 없거나, 실수, 상처를 받을 수 있음을 나타내기도 합니다. 연인과 부부 사이에서 이 카드는 출산 카드로 불리우기도, 직업운으로 보면 '백마' 라는 자신을 도와주는 능력 있는 존재의 상징이 성공을 이끌어주거나 '역마'의 의미로 해외운이 있기도 합니다. 그 외에도 시험에서는 합격, 횡재, 사업의 경우라면 잘 풀릴 수 있습니다.",의욕이 넘치고 충만한 에너지로 앞날에 좋은쪽으로의 발전이 있을 것입니다. 한 대상과 행복한 시간 또는 만족을 이룰것이고 약속된 성공과 물질적인 성취가 함께 할 것입니다.,자꾸 일들이 미뤄지고 미래가 불확실하며 중요한 약속이 깨질 가능성이 높습니다. 계획이 틀어지거나 병에 걸리거나 해고 될 수 있으니 주의하세요. 의기소침 해 질 수 있고 금전적으로 불안해져서 과민반응해 신경질적으로 대응하는 경우가 많아 질 수 있으니 항상 조심하세요.,1,0
20,심판,Judgement,"변화, 각성, 재출발","실패, 부진, 이별",최후의 심판 전에 기독교의 부활을 모티브로 한 카드로 여기서 천사는구원 소식의 전달자이고  천사의 나팔소리를 향해 관 속 사람들은 환영하며 부활하고 있습니다. 천사의 나팔소리는 기쁜 소식을 뜻하는 것으로 고민이 있었다면 머지않아 해결될 징조입니다. 이에 지혜롭고 용기 있는 결단의 때가 찾아왔다는 것.  신념을 가지고 지금 결단하지 않으면 더 큰 미래는 없기에 무엇보다 중요한 것은 결과를 두려워하지 말고 용기를 내어 결단하는 것입니다. 더불어 이 카드의 붉은 십자가는 심판과 구원의 상징으로 머리로 재지 말고 인내심을 갖고 믿고 하늘의 뜻에 맡기면 그 결과 이상 높은 꿈은 이루어지고 결국 자유를 얻게 됩니다.,"좋은 소식이 있을 것 같습니다. 자신의 재능에 대해 알아차리거나 정신, 육체적으로 좋은 변화가 있을 것 같습니다. 또한 재출발하기 좋은 기회입니다.","과거 안좋았던 일들에 대해 좋지 않은 소식이 있을 것 같습니다. 포기하거나 심하면 실직, 관계의 끝까지 올 수 있으니 주의하는것이 좋습니다. 과거에 구애받고 결단을 쉽게 내리지 못해 옛 것에 집착하지 않는것이 좋겠습니다.",1,0
21,세계,The World,"완성, 이동, 외국","무력함, 불완전, 좌절","이 카드는 임무의 완성과 여행의 끝, 순환?주기의 완료를 나타내는 것으로 월계수 모양의 타원 중앙에 춤추고 있는 듯한 여성은 임무를 달성한 것에 기뻐하고 있다. 더불어 월계수 모양의 타원 밖에 있는 생물체들은 이것이 끝이 아니라 또 다른 세상이 기다리고 있다는 것을 의미합니다. 이 카드가 상징하는 것이 성취, 달성, 완성 등 좋은 의미를 지니고 있지만 이를 받아 들일 때 반드시 좋은 결과로만 한정할 순 없습니다. 즉, 이것이 소원이 이루어진다고 말하기 보다는 지금까지 행해온 것들이 최종국면을 맞이하고 있다는 것으로 파악하는 편이 좋습니다. 좋은 결과 건 나쁜 결과 건 합리적인 조화를 갖춘 결론이라는 의미에 가깝습니다. 때문에 더 이상 전전되지 않거나 혹은 변화가 일어난다면 또다시 출발점으로 돌아와 하나부터 다시 새로운 과정을 쌓아 나가야만 합니다.","모든것이 준비되어 완벽한 결과가 나올 것 입니다. 여행이나 장소의 이동으로 인해 해외사업이나 무역, 이민 또는 여행에 성공과 목표달성, 행운 등을 얻게됩니다. ",미완성으로 비전이 없거나 계획이 성취되지 않으며 부진한 경우가 생길 수 있습니다. 슬럼프에 빠지거나 변화를 받아들이지 못하고 멈추거나 실망에 빠져 혼자 지내지 않도록 조심하세요.,1,0
22,광대,The Fool,"시작, 가능성, 믿음, 낙천주의","정지, 끝, 어리석음, 불안정한, 능력없는, 부주의","타로 카드의 첫 번째에 나오는 것으로서 새로운 출발을 나타냅니다. 낡은 옷을 입은 젊은이가 절벽의 끝을 막 내디디려고 하고 있습니다. 자발성, 활력은 넘치지만 깊이와 경험은 부족한 그는 절벽의 위험도 모르는 듯 천하태평 하군요.",새로운 시작을 의미하며 가능성이 보입니다. 만약 걱정하는 상황이라면 걱정과 근심을 떨쳐낼 수 있을것입니다. 긍정적인 결과를 기대해도 좋을 것 같네요.,"일, 관계가 끝나거나 어리석은 선택을 할 수 있으며 쉽게 속을 수 있고 슬럼프에 주의해야 할 것입니다.",1,0
23,완드 에이스,Ace of Wands,"시작, 탄생, 능력, 힘","끝, 잘못된 시작, 고갈","구름 속에서 손이 나타나며 지팡이를 들고 있습니다. 지팡이가 가지는 불의 성질과 Ace의 긍적적인 내용이 융합된 카드로 열정, 순수한 창조적인 에너지를 나타냅니다. 이 카드는 잠재된 창조력, 열정 등이 구름을 뚫고 나와 표면으로 드러나게 됨을 의미하므로 활동의 시작, START와 연결하여 해석할 수 있습니다.","창업, 입학, 취직, 관계에 있어 새로운 시작이 될 것입니다. 새로운 생명의 탄생이나 새로운 발명, 창조에 있어 긍정적으로 기대해도 좋을 것 같습니다.","의지박약, 에너지 고갈 등으로 인해 일이 완성하지 못하고 끝나버리거나 목표가 실현되지 않거나 계획이 무산되는 등의 일이 있을 수 있으니 주의하세요.",1,0
